id,A01,A02,A03,A04,A05,A06,A08,B01,B02,B03,B04,B05,B06,B07,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,D01,D02,D03,D04,D05,D06,D07,E01,E02,E03,E04,E05,E06,E07,E08,E09,F01,F02,F03,F04,F05,G01,G02,G03,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,J01,J02,J03,L00,L01,L02,L03,L04,L05,L06,L07,M01,
65,8,22,1,29,6,0,0,5,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,11,7,4,2,25,10,2,4,104,36,26,26,1,26,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,33,0,0,8,16,0,0,1,3,4,0,19,2,0,3,4,0,11,5,2,0,0,3,0,1,1,2,0,3,1,0,0,10,0,13,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,1,9,0,1,0,1,1,0,1,0,0,0,0,0,0,10,0,1,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,15,1,0,3,5,0,0,9,6,24,0,15,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,8,7,1,1,0,1,0,1,8,0,3,9,1,6,29,1,9,5,8,4,5,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,83
68,30,22,4,22,2,0,0,1,9,5,7,4,16,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,18,12,1,15,2,3,3,0,6,17,4,3,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,12,19,0,11,0,0,0,12,4,4,3,8,22,11,9,3,6,5,2,2,3,7,0,1,1,0,9,0,1,1,2,2,1,27,0,1,0,1,0,0,0,7,17,6,5,53,36,13,11,28,4,9,16,2,3,7,3,20,5,9,2,2,1,1,3,2,2,8,0,0,0,0,2,27,0,2,5,0,0,0,0,0,0,2,1,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
70,17,2,0,11,5,0,0,1,14,6,1,17,2,6,8,5,8,8,2,8,2,3,25,1,0,12,28,15,12,7,25,7,7,17,24,7,7,0,1,0,0,6,8,4,0,2,1,1,2,0,11,15,8,1,6,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
71,22,3,0,5,5,0,0,4,9,12,0,9,3,2,2,7,3,2,1,7,0,1,2,0,1,0,42,15,15,3,23,42,2,8,7,1,1,0,5,2,0,2,6,5,0,7,6,1,17,9,5,11,6,2,0,0,0,5,2,8,0,3,0,5,2,2,5,6,0,0,0,0,2,13,0,2,2,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,2,7,2,7,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,12,22,5,4,21,4,33,10,6,8,2,8,11,124,2,21,15,6,0,0,3,4,2,25,0,3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
73,13,4,0,3,2,0,0,4,4,7,4,0,7,1,3,1,0,0,0,1,1,1,9,2,0,0,0,0,0,2,0,1,1,0,1,2,0,0,0,0,0,1,17,23,0,31,4,2,5,2,4,11,10,2,2,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,22,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,4,3,0,4,1,0,0,4,0,9,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,30,15,1,15,58,2,7,8,0,13,16,27,0,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,1,0,2,0,0,0,0,1,1,0,2,0,0,4,0,0,0,2,5,6,3,7,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,27,23,40,9,12,20,3,50,12,3,20,4,11,8,76,7,37,22,8,0,0,2,0,2,7,4,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
77,16,0,0,0,1,0,0,0,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,15,9,0,1,0,0,0,0,0,0,2,1,0,2,1,5,0,5,26,3,0,1,11,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,35,1,1,15,4,0,1,5,1,5,2,4,0,0,5,8,0,7,9,3,3,0,12,0,1,2,4,0,0,0,0,0,0,0,31,4,0,0,0,0,0,2,1,1,0,0,0,0,0,0,5,16,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9,1,0,1,7,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,15,3,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,4,0,0,0,0,135,63,16,5,22,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,15,1,0,6,1,0,0,18,20,8,0,15,0,1,3,2,9,10,0,0,0,0,2,0,0,1,1,0,1,2,0,0,0,0,38,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,18,0,5,2,3,0,0,2,7,5,0,2,0,9,0,11,1,4,1,3,1,0,3,0,1,1,1,0,0,0,0,0,0,1,9,0,0,0,0,1,0,1,2,1,0,0,0,0,3,0,3,3,1,2,3,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,2,0,0,0,0,0,0,0,0,1,0,3,2,5,12,6,8,0,2,3,0,0,0,0,0,2,0,12,86,3,0,0,4,24,0,2,0,0,0,0,0,1,0,0,2,0,0,14,5,2,4,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,26,0,0,18,10,0,0,8,16,7,8,8,0,4,1,7,10,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,27,1,0,0,0,0,0,0,5,4,0,0,0,0,1,0,2,16,2,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,27,20,1,6,3,0,0,0,1,0,2,1,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7,2,0,0,0,0,0,5,8,0,4,19,12,17,113,5,67,47,36,2,31,40,9,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,28,0,8,8,3,0,0,4,25,4,4,3,1,3,33,8,17,7,2,9,3,1,1,0,0,1,1,8,1,3,0,0,0,1,31,13,0,8,10,1,0,4,4,1,7,0,0,1,14,0,13,23,9,3,2,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3,9,0,5,1,1,0,3,1,8,5,3,6,7,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,2,1,1,0,1,0,3,67,19,14,52,7,6,50,46,7,16,11,3,8,6,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,11,1,0,8,1,0,0,10,15,3,6,2,4,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,14,0,0,6,1,1,18,1,3,12,5,1,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,2,4,1,0,5,0,1,2,0,0,1,7,6,13,8,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,1,0,0,3,6,15,7,1,6,16,15,8,31,12,2,21,0,3,7,153,1,21,2,3,0,0,0,2,2,20,1,4,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,0,0,1,0,0,0,2,4,3,5,24,25,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,1,0,0,22,25,4,4,10,1,2,0,2,6,6,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,19,5,0,9,1,0,0,2,1,1,0,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,5,14,7,1,16,31,3,10,1,3,5,10,2,13,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,21,0,0,14,14,0,0,9,19,15,1,3,0,7,1,5,4,6,1,2,0,0,0,0,0,1,2,0,1,0,0,0,5,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,3,0,1,5,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,27,2,0,7,3,0,0,5,9,4,1,4,1,0,6,0,2,1,0,1,1,0,2,0,1,0,2,1,0,3,2,0,1,1,16,0,0,3,0,0,0,1,3,1,0,4,1,0,0,1,4,4,9,0,7,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,12,3,0,33,4,0,0,9,7,7,1,10,5,11,0,9,4,12,3,1,3,1,0,0,0,0,1,5,1,1,0,0,0,3,19,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,3,13,11,0,31,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,7,20,0,9,4,0,1,5,0,3,1,2,0,2,0,2,0,2,1,0,0,0,0,0,0,0,3,6,1,1,1,0,0,2,2,0,0,0,0,1,0,7,14,0,5,12,8,3,2,1,8,5,5,3,15,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,15,3,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,7,29,0,0,1,0,0,0,2,0,57,2,1,1,3,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,215,55,56,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
104,9,33,1,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,5,9,1,5,0,8,0,0,1,5,2,20,62,176,12,14,12,1,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,11,1,0,2,1,0,0,2,2,4,1,2,2,6,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,1,0,0,2,3,1,26,1,1,35,2,9,12,9,5,2,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,15,4,0,7,3,0,0,2,1,1,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,7,114,17,0,0,4,2,0,5,1,2,0,3,9,29,18,1,4,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,9,1,0,8,0,0,0,4,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,0,1,0,6,0,0,51,25,13,15,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70
109,22,0,0,12,8,0,0,11,3,7,2,3,0,1,9,0,1,6,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,2,1,0,0,0,0,2,14,8,0,0,0,9,1,0,13,24,5,4,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
110,5,0,1,4,8,0,0,6,6,0,5,8,5,1,6,0,4,16,1,2,1,0,1,1,0,0,0,3,2,1,0,0,1,1,2,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,3,6,2,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,0,0,1,0,0,0,0,0,3,0,3,0,3,8,19,0,2,0,5,2,0,0,0,0,1,41,13,28,15,17,15,3,14,8,1,0,0,0,1,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,0,0,0,1,0,0,1,6,0,1,0,0,0,6,0,0,1,4,5,2,6,7,18,9,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,9,13,20,18,19,21,6,21,33,11,6,2,1,13,14,140,1,20,23,10,2,4,6,0,1,18,25,16,17,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0
113,20,1,0,8,0,0,0,4,0,6,4,0,3,4,2,0,3,2,1,0,1,0,2,0,2,1,3,0,0,12,0,0,0,0,25,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,11,5,1,10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,5,2,0,2,1,0,0,0,0,0,2,0,0,3,5,1,7,5,0,4,0,0,0,0,0,0,10,3,13,51,6,3,2,2,16,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,2,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,5,5,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,12,9,7,5,2,5,31,18,20,3,1,8,10,60,2,9,16,5,0,1,0,0,1,31,1,11,3,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0
116,13,8,0,7,10,0,0,1,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,8,12,4,1,7,57,75,7,21,11,5,15,2,1,20,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
